"","10","10H","11","11H","13","13H","14","18","20","22","24","25","25H","26","26H","28","28_27H","4","5","6","7","9","9H"
"ENSG00000001461.17",11.4423671944869,11.3479831955702,11.2928659558817,11.4603841932089,11.0793740191706,10.9960806314704,11.1447626313507,11.5625283077407,11.2015018843087,11.3996919016011,10.6233204168581,11.437791626713,10.1175926027594,11.3960011192589,11.3600327454859,11.3127771764191,11.3339429143187,11.6172497710083,11.2459196459375,11.4520619073577,10.9337763853583,11.320501665088,11.7651147088179
"ENSG00000001497.18",10.6659787185855,10.4723580698638,10.3279273564522,10.6388681240373,10.3657415248179,10.4198858388277,10.4079041040863,10.7870874774447,10.4836175816831,10.5801954360738,10.0827036426948,10.5275002509764,10.025314398807,10.6028940563349,10.9599231565936,10.5131196809914,10.8711605533337,10.7678040689306,10.551973008498,10.7628795820913,10.1962460946406,11.0377974887183,10.6531839539325
"ENSG00000001561.7",8.6602962056052,8.60808234485637,8.29512150727962,8.69841001016554,8.53365692804848,8.88948843069874,9.05422154926753,9.20138600813756,8.87599337021716,8.6650795146087,8.73370619178971,9.34457247629688,8.10989837578198,8.60128375541799,8.87802776824841,8.86674681791629,9.22898025675603,8.25565053980964,9.39606638973474,9.2887132179358,8.70811960838817,8.39836585679572,9.84813639567413
"ENSG00000001629.10",10.4581264255224,10.5925504945432,10.64657434509,10.3988604563074,10.8933381173236,10.8970793998898,10.8104226735041,10.9251750353368,10.8910377394392,10.7975892585411,11.6414098953511,10.2168074607533,10.1366190531476,10.8658022360229,10.8884903853621,10.5359895150908,10.82019763539,10.793574130423,11.0538459005784,11.0266021473407,10.5933571141415,10.5527956761599,10.5128031114535
"ENSG00000001630.18",7.73239333315015,8.61205653243826,8.14659527117257,8.40944365568127,8.15757271995371,8.53602630807122,8.43574480801615,7.96673224906123,8.35535083042692,8.4173093431675,8.34301184565476,8.60813464618297,8.74280666530618,8.48654838878042,8.41398062140549,7.93375657266792,8.35110114413774,8.17786131555629,8.2404347284398,8.78553382309454,8.04281340758292,8.75398411506445,8.7696136237435
"ENSG00000001631.17",11.2114039241741,11.0895416773082,11.046208413536,11.1772843832677,11.2118148062034,11.1701498539872,11.2349930028014,11.5258841940497,11.3121543776802,11.5158257991169,11.4101790781007,11.1367760678841,10.8641216797279,11.0887597120226,11.2172552272471,11.1881128874736,10.9727325193215,11.4838462274151,11.5551141175798,11.2306879843746,11.1723435122295,11.067793531238,11.1338539963488
"ENSG00000002016.18",8.5706837359559,8.57587815593729,8.90077434805,8.63827855625541,8.53701711175273,8.54563485388352,8.67570533644807,8.96788401644123,8.78827598897308,8.87573665995313,8.63610851599153,8.71252006531438,7.95712822241426,9.36225578618631,8.57580713712372,8.79030186257753,8.5790913544533,8.43295458986909,8.49341432840126,8.6859595946428,8.60661290007462,9.15001859493763,9.12168516723082
"ENSG00000002330.14",8.73634860903447,9.20352650831035,8.86885039045634,8.81149781273315,8.90943061823843,9.05687457923561,8.94025906147675,8.46726596558989,8.80965906912193,8.75225233224085,9.4232298065625,8.66355952715146,9.31567517710287,8.76808412374194,8.64463861613522,8.79386762875356,8.9146017968392,8.53461789549374,8.63105857270445,8.57882082739303,8.97209419284154,8.57824287709165,8.7780309992226
"ENSG00000002549.13",9.86776268351612,11.6519867022451,10.3590580733395,10.5366474340293,10.0683361231383,10.6556989231558,10.3108125418418,10.5138573137007,11.2615456716544,10.4159853982933,9.81931482931899,10.0363838577198,10.1815866482583,10.2202686458786,10.3245514559034,9.94387595817595,10.1352215739604,11.2764506412238,10.0325807152128,9.85457704494394,10.341132645945,10.9403510074235,10.1807215093826
"ENSG00000002586.20",11.6640448833962,11.8623066457502,11.6447491114565,11.9216699544286,11.8483533300578,11.8328777436732,11.8858488454941,11.8985416396382,11.768107974109,11.4896405337841,12.052436587635,12.1356013645742,12.1148745510544,12.0682897128581,12.2152085931411,11.4786181978825,12.0555159180303,11.3571293674987,11.6503542862965,11.8322687992796,11.4549820729522,11.7508894851212,12.0458776437459
