"","4","11","12","13","14","19","20","27","28","10H","11H","13H","25H","26H","28_27H","9H"
"ENSG00000002919.15",10.5252243858747,11.4429683382511,10.3594177860815,11.3445931458599,10.817059299095,11.1355964380382,10.9285869842917,11.435276665645,11.1144874865408,11.4964011627858,11.2859595072841,11.1167205094192,11.7933714402131,10.9180391235252,11.6565493602548,10.5814553490874
"ENSG00000002933.9",8.47767959325078,9.99394349901773,7.4827696220023,10.1713159826958,9.49719111466251,9.99594506953647,9.87184631120054,8.98695380903504,6.59963632337936,7.89907285927557,10.6933241053156,10.0146476411125,8.14647091333722,7.88602726047811,7.45596978547635,9.90754296896865
"ENSG00000003056.8",11.8446010711954,12.1252404035597,12.2956892131338,12.2038585778611,12.1928321392025,12.1349269831123,12.0974774514887,11.9855839686413,11.9403718215128,12.4028719626897,12.3212041046574,12.1902881903318,12.069181355143,12.2677925398458,12.2052179941634,12.3594869908563
"ENSG00000003096.14",5.67589067812934,6.67277479482475,6.50807687676545,6.69370024082108,6.71856500867894,6.32768234563876,6.64623452689996,6.50291867475434,6.27802407108124,6.2095616548359,6.65603633176143,6.78653903024881,8.64776459200666,6.27964697432753,6.93762091897122,6.37285331818911
"ENSG00000003137.9",5.67589067812934,7.98611752873299,8.02363716341116,8.86118663256927,5.67589067812934,5.67589067812934,5.67589067812934,6.12871509141082,5.67589067812934,7.4789535746264,5.67589067812934,5.94758963447467,5.67589067812934,7.22392440681276,8.14425910078108,5.67589067812934
"ENSG00000003147.19",7.62960494513556,7.80279192982761,6.91801993858135,7.31016540635241,7.36426613521334,7.01471726688535,7.04342829448163,7.72638485665463,7.49086114352473,7.66213747690138,7.20538178152664,7.24178796943413,8.01007295817465,8.03041400877516,8.09827299196889,7.55073275003399
"ENSG00000003249.15",7.54758903337368,7.48240504349951,7.76276023593509,7.62160957799661,7.16574307932148,7.84431365285819,7.82520460348209,8.60757012317364,8.43409290971681,7.85347095520434,7.84428773782319,7.36247689324512,7.30660629999563,8.49013894828045,7.6396069482189,8.34157838790977
"ENSG00000003393.16",10.11422693304,10.6272070031259,10.494221945683,10.3612181932675,10.8182651524232,9.97945118701485,10.1773783631324,10.2003401381648,10.1890614249314,10.3761904139872,10.6148573435193,10.1642131001546,10.2833893504031,10.6352774017866,10.5773847205274,10.2738338539457
"ENSG00000003400.16",11.5004440195849,11.4590351086562,11.4611714280668,11.4158609637873,11.50656927161,11.6146604123464,11.5006614914196,11.2646701038987,11.3017765193442,11.7171704771923,11.5665508601645,11.4918884749775,11.2631301020791,11.4480264646993,11.2628824388253,11.5410009516006
"ENSG00000003402.21",15.5120418148524,15.7566579616105,15.0069696246925,15.7697107111514,15.565270270407,15.7987454902238,15.2114532461139,15.8347053083678,15.4423598421568,15.2087264730406,15.4926385302991,15.5303206693734,16.3985410285722,15.1627493711672,15.6543507741628,14.8383419342839
